index,researcher_id,title,institution_id,city_id,year,qualis,jcr,magazine_name,tax_id
3,8081871f-008c-49b4-85c0-fa2bd93805fb,Energia Solar: Um Futuro Sustentã?vel Para Vitã&#147;Ria Da Conquista-Ba,,f1192100-ea81-4916-b5fa-26d740f95f8e,2019,B1,,Geopauta,1
4,81526827-c165-492d-9bcd-cf18c5fcab04,Sistema De Secagem Via Energia Solar E Acumulador De Calor Para Amêndoas De Cacau,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2019,B3,,"Revista Mundi Engenharia, Tecnologia E Gestão (issn: 2525-4782)",1
5,b04e483f-e550-4730-b5bb-16480c4d6f38,Mapeamento Do Potencial Solar Para Microgeração De Energia Elétrica: O Caso Da Cidade De Ilhéus,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,087a5db7-61f7-4977-941d-352479d3d10e,2019,A1,,Sociedade & Natureza (ufu. Online),1
6,e9016cef-823a-49d9-9a06-e6ea4c3d7edc,Mapeamento Do Potencial Solar Para Microgeração De Energia Elétrica: O Caso Da Cidade De Ilhéus,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,76bb26e3-29fa-4dfb-b9e2-a7c5cdfe5bd8,2019,A1,,Sociedade & Natureza (ufu. Online),1
7,879e937f-8269-42ec-aab6-a39ad3ea5a2b,Potencial De Energia Solar Da Região Metropolitana De Salvador- Bahia,,087a5db7-61f7-4977-941d-352479d3d10e,2018,C,,Revista Scientia,1
8,ff7a08eb-6d2c-4258-942e-a809e7d4e52f,Análise Comparativa Do Potencial De Energia Solar Na Região Nordeste Do Brasil X Alemanha,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,b36597ca-0fdd-483f-b8de-1df2151d68f7,2018,B3,,Revista Científica Semana Acadêmica,1
9,81526827-c165-492d-9bcd-cf18c5fcab04,Maximização Da Energia Solar Para Secagem De Grãos Em Um Secador Vertical: Uma Alternativa Sustentável À Secagem Tradicional,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2017,SQ,,Anais Do Iii Simpósio De Engenharia De Produção - Simep 2015,1
10,7eee1965-2aac-44b4-aeaa-8ceb85595aee,Potencial De Uso De Um Tanque Solar De Gradiente Salino Para O Armazenamento De Energia Térmica,08aa6e17-f9ae-4979-a399-5b32a506a15e,d4d07c6d-d367-43fc-8c68-3b8925901c28,2012,B4,,Semina. Ciências Exatas E Tecnológicas (online),1
11,b1e2c840-5fd7-421f-bcef-4235bf868d9f,Potencial De Uso De Um Tanque Solar De Gradiente Salino Para O Armazenamento De Energia Térmica,08aa6e17-f9ae-4979-a399-5b32a506a15e,62b14df9-5218-416f-a59f-4ba117b6aa5f,2012,B4,,Semina. Ciências Exatas E Tecnológicas (impresso),1
12,dcb4bd54-574c-471b-80ae-ac2ee578a886,Doses De Nitrogênio E Densidades De Luz No Crescimento Do Feijoeiro E Na Conversão Da Energia Solar.,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,66c4cdce-6e83-4270-82fe-3ac72ecfd568,1988,A4,,Pesquisa Agropecuária Brasileira (1977. Impressa),1
0,69cb6a3a-e988-489a-9dce-f2f20fcc4bff,A Tributação Da Energia Solar Fotovoltaica Distribuída: Desafios Pós-Pandêmicos Na Promoção Da Sustentabilidade Socioambiental,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,842e3ae0-146c-4ad2-8272-0c4dad6886ff,2023,B3,,Revista Tributária E De Finanças Públicas,1
1,ce6f719a-73ad-4333-b398-023aa696269e,As Potencialidades E Os Limites Da Energia Solar Fotovoltaica No Brasil,7d367bc2-5c74-4648-a637-7f5c3f4fac81,f4a7b2f5-09af-4611-a158-7fb6970c10bf,2023,A4,,Contribuciones A Las Ciencias Sociales,1
2,6b334186-f187-4e2d-a198-230d4c02b65b,Mapeamento Do Potencial Solar Para Microgeração De Energia Elétrica: O Caso Da Cidade De Ilhéus,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,2a96f239-306c-4ca2-a574-865787671d59,2019,A1,,Sociedade & Natureza (ufu. Online),1
3,8081871f-008c-49b4-85c0-fa2bd93805fb,Energia Solar: Um Futuro Sustentã?vel Para Vitã&#147;Ria Da Conquista-Ba,,f1192100-ea81-4916-b5fa-26d740f95f8e,2019,B1,,Geopauta,1
4,81526827-c165-492d-9bcd-cf18c5fcab04,Sistema De Secagem Via Energia Solar E Acumulador De Calor Para Amêndoas De Cacau,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2019,B3,,"Revista Mundi Engenharia, Tecnologia E Gestão (issn: 2525-4782)",1
5,b04e483f-e550-4730-b5bb-16480c4d6f38,Mapeamento Do Potencial Solar Para Microgeração De Energia Elétrica: O Caso Da Cidade De Ilhéus,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,087a5db7-61f7-4977-941d-352479d3d10e,2019,A1,,Sociedade & Natureza (ufu. Online),1
6,e9016cef-823a-49d9-9a06-e6ea4c3d7edc,Mapeamento Do Potencial Solar Para Microgeração De Energia Elétrica: O Caso Da Cidade De Ilhéus,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,76bb26e3-29fa-4dfb-b9e2-a7c5cdfe5bd8,2019,A1,,Sociedade & Natureza (ufu. Online),1
7,879e937f-8269-42ec-aab6-a39ad3ea5a2b,Potencial De Energia Solar Da Região Metropolitana De Salvador- Bahia,,087a5db7-61f7-4977-941d-352479d3d10e,2018,C,,Revista Scientia,1
8,ff7a08eb-6d2c-4258-942e-a809e7d4e52f,Análise Comparativa Do Potencial De Energia Solar Na Região Nordeste Do Brasil X Alemanha,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,b36597ca-0fdd-483f-b8de-1df2151d68f7,2018,B3,,Revista Científica Semana Acadêmica,1
9,81526827-c165-492d-9bcd-cf18c5fcab04,Maximização Da Energia Solar Para Secagem De Grãos Em Um Secador Vertical: Uma Alternativa Sustentável À Secagem Tradicional,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2017,SQ,,Anais Do Iii Simpósio De Engenharia De Produção - Simep 2015,1
10,7eee1965-2aac-44b4-aeaa-8ceb85595aee,Potencial De Uso De Um Tanque Solar De Gradiente Salino Para O Armazenamento De Energia Térmica,08aa6e17-f9ae-4979-a399-5b32a506a15e,d4d07c6d-d367-43fc-8c68-3b8925901c28,2012,B4,,Semina. Ciências Exatas E Tecnológicas (online),1
11,b1e2c840-5fd7-421f-bcef-4235bf868d9f,Potencial De Uso De Um Tanque Solar De Gradiente Salino Para O Armazenamento De Energia Térmica,08aa6e17-f9ae-4979-a399-5b32a506a15e,62b14df9-5218-416f-a59f-4ba117b6aa5f,2012,B4,,Semina. Ciências Exatas E Tecnológicas (impresso),1
12,dcb4bd54-574c-471b-80ae-ac2ee578a886,Doses De Nitrogênio E Densidades De Luz No Crescimento Do Feijoeiro E Na Conversão Da Energia Solar.,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,66c4cdce-6e83-4270-82fe-3ac72ecfd568,1988,A4,,Pesquisa Agropecuária Brasileira (1977. Impressa),1
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",1
0,7eee1965-2aac-44b4-aeaa-8ceb85595aee,Potencial De Uso De Um Tanque Solar De Gradiente Salino Para O Armazenamento De Energia Térmica,08aa6e17-f9ae-4979-a399-5b32a506a15e,d4d07c6d-d367-43fc-8c68-3b8925901c28,2012,B4,,Semina. Ciências Exatas E Tecnológicas (online),1
1,b1e2c840-5fd7-421f-bcef-4235bf868d9f,Potencial De Uso De Um Tanque Solar De Gradiente Salino Para O Armazenamento De Energia Térmica,08aa6e17-f9ae-4979-a399-5b32a506a15e,62b14df9-5218-416f-a59f-4ba117b6aa5f,2012,B4,,Semina. Ciências Exatas E Tecnológicas (impresso),1
0,b5edc064-f0f0-431f-9888-10156316f4cb,"Biomassa Combustível Em Campo Sujo No Entorno Do Parque Nacional Da Chapada Diamantina, Bahia, Brasil",7d367bc2-5c74-4648-a637-7f5c3f4fac81,6e09c562-447b-45d4-af5a-07596f640740,2011,B4,,Biodiversidade Brasileira,2
0,57c6710a-6a9d-4853-8b7c-0777dd760914,Diagnósticos Econômico E Estrutural Da Cadeia Produtiva Do Biodiesel No Brasil: Um Estudo De Caso No Estado Da Bahia,,087a5db7-61f7-4977-941d-352479d3d10e,2018,A4,,Revista De Desenvolvimento Econômico (impresso),4
0,39dbd315-84e9-44c9-b320-0442ad952f57,Prospecção Tecnológica Do Biodiesel No Estado Da Bahia: Panorama Atual E Perspectivas Na Geração E Apropriação De Conhecimento,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,b36597ca-0fdd-483f-b8de-1df2151d68f7,2009,B3,,Bahia Análise & Dados,4
1,83495386-9985-42ce-a4b6-32692f3c6eea,Prospecção Tecnológica Do Biodiesel No Estado Da Bahia: Panorama Atual E Perspectivas Na Geração E Apropriação De Conhecimento.,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,087a5db7-61f7-4977-941d-352479d3d10e,2009,B3,,Bahia Análise & Dados,4
0,57c6710a-6a9d-4853-8b7c-0777dd760914,Avaliação Dos Fatores Empresariais E O Efeito Da Gestão Do Capital Intelectual Verde Na Competitividade Da Cadeia Produtiva Do Biodiesel No Estado Da Bahia,,087a5db7-61f7-4977-941d-352479d3d10e,2018,B3,,Revista Brasileira De Energia,4
1,9b9d44de-40f6-4851-b3db-a5b24db7ae0c,"Avaliação Dos Fatores Empresariais E O Efeito Da Gestão Do Capital Intelectual Verde Na Competitividade Da Cadeia Produtiva Do Biodiesel No Estado Da Bahia, Brasil",,ad596e74-c9b7-4388-b106-d26833e00423,2018,B3,,Revista Brasileira De Energia,4
2,aeb7a45c-2b28-4a6d-a3b2-b067cb15dd4d,Sustentabilidade Na Tecnologia De Reutilização De Óleos Residuais De Fritura Para Fabricação De Biodiesel,68125729-c357-4830-ba4d-ec3ca757c323,0c69c948-5365-4335-b408-00f683cf2546,2016,SQ,,Cadernos Macambira,4
3,57c6710a-6a9d-4853-8b7c-0777dd760914,Prospecção Tecnológica De Artigos E Patentes Sobre Biodiesel No Âmbito Do Programa Nacional De Produção E Uso De Biodiesel (pnpb),,087a5db7-61f7-4977-941d-352479d3d10e,2015,B3,,Rit - Revista Inovação Tecnológica,4
4,fcd0075f-d72e-46d6-a95b-808176a03970,Prospecção Tecnológica Sobre Processo De Transesterificação Com Ênfase Na Produção De Biodiesel,,7163ad56-79c8-4874-be1e-31264a2814a1,2012,B2,,Cadernos De Prospecção,4
5,39dbd315-84e9-44c9-b320-0442ad952f57,Prospecção Tecnológica Do Biodiesel No Estado Da Bahia: Panorama Atual E Perspectivas Na Geração E Apropriação De Conhecimento,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,b36597ca-0fdd-483f-b8de-1df2151d68f7,2009,B3,,Bahia Análise & Dados,4
6,83495386-9985-42ce-a4b6-32692f3c6eea,Prospecção Tecnológica Do Biodiesel No Estado Da Bahia: Panorama Atual E Perspectivas Na Geração E Apropriação De Conhecimento.,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,087a5db7-61f7-4977-941d-352479d3d10e,2009,B3,,Bahia Análise & Dados,4
0,fe03f90b-30b0-4ffe-a1bd-aaa7d3530fe0,O Custo Social Da Energia Hidrelétrica E Uma Política De Tarifação Social Ótima Para O Setor Elétrico,68125729-c357-4830-ba4d-ec3ca757c323,6e09c562-447b-45d4-af5a-07596f640740,2008,A3,,Revista Econômica Do Nordeste,5
0,fe03f90b-30b0-4ffe-a1bd-aaa7d3530fe0,O Custo Social Da Energia Hidrelétrica E Uma Política De Tarifação Social Ótima Para O Setor Elétrico,68125729-c357-4830-ba4d-ec3ca757c323,6e09c562-447b-45d4-af5a-07596f640740,2008,A3,,Revista Econômica Do Nordeste,5
0,fe03f90b-30b0-4ffe-a1bd-aaa7d3530fe0,O Custo Social Da Energia Hidrelétrica E Uma Política De Tarifação Social Ótima Para O Setor Elétrico,68125729-c357-4830-ba4d-ec3ca757c323,6e09c562-447b-45d4-af5a-07596f640740,2008,A3,,Revista Econômica Do Nordeste,5
0,0f4600fa-3108-4465-8575-64fa68e3f6a5,"Aspectos Positivos E Negativos Da Produção De Energia Eólica No Distrito Do Tamboril, Morro Do Chapéu ? Bahia",68125729-c357-4830-ba4d-ec3ca757c323,aa563587-2490-4092-9c12-1294949253fc,2020,A2,,Revista Geotemas,6
1,040b8d75-9fc7-45d2-b35a-044d7c291e10,Aspectos Econômicos E Jurídicos Que Cercam A Relação De Camponeses Com Empresas Exploradoras De Energia Eólica No Município De Brotas De Macaúbas ? Bahia,68125729-c357-4830-ba4d-ec3ca757c323,1a605673-03eb-448b-b9bd-9c7d229b0f87,2019,B2,,Nexos Econômicos,6
2,3b86ab6c-a0c7-4b62-a433-c7d217ca0f8e,Análise Estratégica Do Setor De Energia Eólica No Brasil,68125729-c357-4830-ba4d-ec3ca757c323,087a5db7-61f7-4977-941d-352479d3d10e,2019,B1,,Revista Eletrônica De Estratégia & Negócios,6
3,3b86ab6c-a0c7-4b62-a433-c7d217ca0f8e,Projetos De Mdl De Energia Eólica No Nordeste Do Brasil: Perfil E Cobenefícios Declarados,68125729-c357-4830-ba4d-ec3ca757c323,087a5db7-61f7-4977-941d-352479d3d10e,2018,A3,,Rgsa (anpad),6
4,ff7a08eb-6d2c-4258-942e-a809e7d4e52f,Estudo Comparativo Do Aproveitamento De Energia Eólica Na Região Nordeste Do Brasil X Alemanha,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,b36597ca-0fdd-483f-b8de-1df2151d68f7,2018,B3,,Revista Científica Semana Acadêmica,6
0,0f4600fa-3108-4465-8575-64fa68e3f6a5,"Aspectos Positivos E Negativos Da Produção De Energia Eólica No Distrito Do Tamboril, Morro Do Chapéu ? Bahia",68125729-c357-4830-ba4d-ec3ca757c323,aa563587-2490-4092-9c12-1294949253fc,2020,A2,,Revista Geotemas,6
1,040b8d75-9fc7-45d2-b35a-044d7c291e10,Aspectos Econômicos E Jurídicos Que Cercam A Relação De Camponeses Com Empresas Exploradoras De Energia Eólica No Município De Brotas De Macaúbas ? Bahia,68125729-c357-4830-ba4d-ec3ca757c323,1a605673-03eb-448b-b9bd-9c7d229b0f87,2019,B2,,Nexos Econômicos,6
2,3b86ab6c-a0c7-4b62-a433-c7d217ca0f8e,Análise Estratégica Do Setor De Energia Eólica No Brasil,68125729-c357-4830-ba4d-ec3ca757c323,087a5db7-61f7-4977-941d-352479d3d10e,2019,B1,,Revista Eletrônica De Estratégia & Negócios,6
3,3b86ab6c-a0c7-4b62-a433-c7d217ca0f8e,Projetos De Mdl De Energia Eólica No Nordeste Do Brasil: Perfil E Cobenefícios Declarados,68125729-c357-4830-ba4d-ec3ca757c323,087a5db7-61f7-4977-941d-352479d3d10e,2018,A3,,Rgsa (anpad),6
4,ff7a08eb-6d2c-4258-942e-a809e7d4e52f,Estudo Comparativo Do Aproveitamento De Energia Eólica Na Região Nordeste Do Brasil X Alemanha,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,b36597ca-0fdd-483f-b8de-1df2151d68f7,2018,B3,,Revista Científica Semana Acadêmica,6
0,0f4600fa-3108-4465-8575-64fa68e3f6a5,"Aspectos Positivos E Negativos Da Produção De Energia Eólica No Distrito Do Tamboril, Morro Do Chapéu ? Bahia",68125729-c357-4830-ba4d-ec3ca757c323,aa563587-2490-4092-9c12-1294949253fc,2020,A2,,Revista Geotemas,6
1,040b8d75-9fc7-45d2-b35a-044d7c291e10,Aspectos Econômicos E Jurídicos Que Cercam A Relação De Camponeses Com Empresas Exploradoras De Energia Eólica No Município De Brotas De Macaúbas ? Bahia,68125729-c357-4830-ba4d-ec3ca757c323,1a605673-03eb-448b-b9bd-9c7d229b0f87,2019,B2,,Nexos Econômicos,6
2,3b86ab6c-a0c7-4b62-a433-c7d217ca0f8e,Análise Estratégica Do Setor De Energia Eólica No Brasil,68125729-c357-4830-ba4d-ec3ca757c323,087a5db7-61f7-4977-941d-352479d3d10e,2019,B1,,Revista Eletrônica De Estratégia & Negócios,6
3,3b86ab6c-a0c7-4b62-a433-c7d217ca0f8e,Projetos De Mdl De Energia Eólica No Nordeste Do Brasil: Perfil E Cobenefícios Declarados,68125729-c357-4830-ba4d-ec3ca757c323,087a5db7-61f7-4977-941d-352479d3d10e,2018,A3,,Rgsa (anpad),6
4,ff7a08eb-6d2c-4258-942e-a809e7d4e52f,Estudo Comparativo Do Aproveitamento De Energia Eólica Na Região Nordeste Do Brasil X Alemanha,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,b36597ca-0fdd-483f-b8de-1df2151d68f7,2018,B3,,Revista Científica Semana Acadêmica,6
0,05d2d6ea-aea6-454d-87ac-694cef30fda3,Estudo Teórico Aplicado Da Eletrólise Para Geração De Hidrogênio,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,7aa7b30f-d0e6-4f33-a762-313a04321cb6,2023,B2,,Foco (faculdade Novo Milênio),10
1,9aa17e07-5c19-448b-a865-ca8ce0223c88,Estudo Teórico Aplicado Da Eletrólise Para Geração De Hidrogênio,68125729-c357-4830-ba4d-ec3ca757c323,087a5db7-61f7-4977-941d-352479d3d10e,2023,B2,,Foco (faculdade Novo Milênio),10
2,a10e04f2-433f-4f45-9129-f902732422fe,Estudo Teórico Aplicado Da Eletrólise Para Geração De Hidrogênio,ad22dfc1-d8ca-46b8-a780-4281a4bcca8c,087a5db7-61f7-4977-941d-352479d3d10e,2023,B2,,Foco (faculdade Novo Milênio),10
3,de724689-5182-4ba8-9a84-05456b607e92,Estudo Teórico Aplicado Da Eletrólise Para Geração De Hidrogênio,9d04ceda-0b8d-47bb-a6a0-42ca10d2f5ce,087a5db7-61f7-4977-941d-352479d3d10e,2023,B2,,Foco (faculdade Novo Milênio),10
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",18
1,81526827-c165-492d-9bcd-cf18c5fcab04,Eficiência Do Painel Solar Do Tipo Plano,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2008,SQ,,Boletim Técnico Da Faculdade De Tecnologia De São Paulo,18
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",18
1,81526827-c165-492d-9bcd-cf18c5fcab04,Eficiência Do Painel Solar Do Tipo Plano,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2008,SQ,,Boletim Técnico Da Faculdade De Tecnologia De São Paulo,18
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",18
1,81526827-c165-492d-9bcd-cf18c5fcab04,Eficiência Do Painel Solar Do Tipo Plano,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2008,SQ,,Boletim Técnico Da Faculdade De Tecnologia De São Paulo,18
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",18
1,81526827-c165-492d-9bcd-cf18c5fcab04,Eficiência Do Painel Solar Do Tipo Plano,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2008,SQ,,Boletim Técnico Da Faculdade De Tecnologia De São Paulo,18
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",18
1,81526827-c165-492d-9bcd-cf18c5fcab04,Eficiência Do Painel Solar Do Tipo Plano,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2008,SQ,,Boletim Técnico Da Faculdade De Tecnologia De São Paulo,18
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",18
1,81526827-c165-492d-9bcd-cf18c5fcab04,Eficiência Do Painel Solar Do Tipo Plano,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2008,SQ,,Boletim Técnico Da Faculdade De Tecnologia De São Paulo,18
0,b74604b3-f2eb-48d2-8c08-faa26ddafb9a,Painel Solar Ou Teto Verde? O Que Considerar Quando For Preciso Escolher,,042f6e4f-db9d-42af-aa53-e92e6deb018d,2021,C,,"Research, Society And Development",18
1,81526827-c165-492d-9bcd-cf18c5fcab04,Eficiência Do Painel Solar Do Tipo Plano,2a643ff4-5a18-4d87-8c3d-6c3f7091e001,abedd890-b309-4148-a042-4fadda7a28f0,2008,SQ,,Boletim Técnico Da Faculdade De Tecnologia De São Paulo,18
